class,max_ndvi,20150720_N,20150602_N,20150517_N,20150501_N,20150415_N,20150330_N,20150314_N,20150226_N,20150210_N,20150125_N,20150109_N,20141117_N,20141101_N,20141016_N,20140930_N,20140813_N,20140626_N,20140610_N,20140525_N,20140509_N,20140423_N,20140407_N,20140322_N,20140218_N,20140202_N,20140117_N,20140101_N
forest,7678.84,7678.84,5458.13,1034.64,6635.12,7566.7,5063.34,5993.28,7528.82,6666.18,7490.34,6285.05,7568.2,4515.39,1629.66,2655.02,1141.09,1774.68,5816.87,563.202,1925.94,6650.97,2044.61,7365.9,7383.77,7432.6,7536.55,7368.27
forest,7939.86,7822.21,7939.86,7782.26,7104.57,6268.32,3813.25,4858.41,7481.79,7645.69,7690.09,6616.88,7630.11,6139.36,6326.3,3731.44,1015.23,1217.94,7869.28,6413.87,1448.23,2508.1,5661.11,5582.44,6260.16,6383.77,1929.11,5157.79
forest,8179.24,7682.92,7750.11,7774.45,6048.69,7727.29,7049.08,6929.47,8092.85,8134.58,8095.68,7803.74,8179.24,6350.44,1507.79,7128.59,1167.61,1861.3,6528.09,3477.78,1765.38,226.351,7465.69,378.688,7930.77,8055.42,2584.35,8166.55
forest,7775.67,5903.96,7744.77,7534.44,2177.08,5859.17,6343.76,6656.81,7302.35,5664.72,7713.24,7775.67,1061.67,5739.06,4175.54,4958.47,776.282,1295.72,7335.33,4086.93,1837.59,2590.03,4463.04,1283.27,5718.05,6472.9,4095.92,6923.73
forest,7753.55,7694.07,7404.42,7609.22,4585.17,6427.55,6478.04,1354.32,6935.56,7449.38,7656.54,7138.5,7753.55,6870.89,1835.29,2311.77,1088.04,1675.8,1098.48,5648.77,1828.79,5510.14,6399.85,6188.3,6963.03,7071.11,5389.81,7441.78
forest,7817.08,6222.18,5631.01,7459.76,3241.9,4868.68,5682.83,6849.92,7342.22,5905.21,7460.56,6872.42,1479.46,5262.28,2256.79,6759.46,710.997,1340.22,7817.08,3886.74,1872.23,963.458,6570.01,679.359,7061.88,7304.52,5696.52,7777.29
forest,7299.28,7267.67,6885.91,1698.92,1916.61,3940.16,5697.24,5666.85,6522.77,5666.91,6802.53,6530.59,5316,6651.57,1684.17,4817.24,909.982,1302.87,4331.64,5108.77,1682.69,667.43,1502.27,472.358,5728.59,5862.15,6324.63,7299.28
forest,7808.9,7229.99,7694.79,7657.84,7174.14,7308.43,7549.44,4904.14,7666.67,7500.87,7514.93,7399.37,7808.9,6569.68,1469.19,4321.1,1084.54,2330.76,6738.47,552.914,1846.84,1261.21,3149.14,1449.6,7492.19,7333.82,7586.15,7425.99
forest,7712.33,7432.99,7341.14,6907.91,5551.13,6080.03,6320.3,1337.22,7131.78,7265.17,7338.79,7151.13,7712.33,5347.25,2418.91,2831.84,812.376,1351.04,4274.67,4008.85,1674.31,476.28,4918.72,1938,6452.77,6733.2,6866.47,3079.78
forest,7820.54,7820.54,7339,7003.57,3145.39,6246.06,6438.99,5745.98,6707.53,6268.27,6128.02,6795.53,7150.78,6621.77,1825.1,7462.43,993.872,1559.34,7174.03,4674.9,1689.02,403.946,3709.53,432.681,6191.25,6190.26,6555.82,7367.7
forest,8234.38,7945.36,8146.43,8234.38,7007.47,5751.3,5595.17,5246.74,7806.19,6108.91,8092.25,8095.97,5430.64,5162.18,5059.55,2326.15,734.353,1205.69,8065.94,5841.25,1789.08,3041.9,4107,2307.54,6937.97,7616.48,7551.2,7886.59
forest,8180.71,7881.08,8180.71,8100.88,5306.84,7721.96,7902.55,631.652,7964.26,7983.42,7909.6,7722.59,5132.53,4311.29,1269.92,6058.78,1026.42,2096.47,7506.83,498.673,1909.65,558.214,7534.25,590.976,7776.65,7718.51,5518.93,7710.04
forest,8041.32,8041.32,5174.98,5690.9,867.375,4183.08,7012.84,7029.79,7596.75,5875.68,7931.55,7937.73,6589.8,5445.64,2368.28,6458.49,644.018,1339.6,7953.93,6441.36,1797.93,673.781,6912.66,413.498,7236.21,7377.23,7576.28,7734.04
forest,8071.26,8071.26,7899.99,7843.51,3045.96,6981.17,7271.84,2043.04,7840.4,8062.84,7948.32,8005.58,7607.24,6432.12,2322.03,5307.26,771.886,1470.05,7387.43,3196.31,1900.53,625.542,6396,729.081,2344.78,7498.09,7854.65,7872.01
forest,8266.73,7708.04,8017.34,8113.03,7626.42,7775.99,7541.37,7373.92,5971.56,3495.5,7031.67,7155.64,8266.73,5922.31,1553.14,4799.2,1179.22,1828.14,7531.12,3952.61,1818.25,476.456,7784.94,410.534,2015.88,8002.4,4612.64,8140.89
forest,7815.81,6635,7815.81,7767.84,3973.39,4764.4,7240.73,4469.69,7416.7,7594.58,7731.75,7663.99,3569.06,2969.88,2756.59,4873.05,747.907,1483.08,7794.05,4281.91,1889.39,782.763,6646.72,652.608,6913.71,6897.67,4001.72,7297.03
forest,7726.33,7524.7,6701.05,1681.15,5053.89,5534.08,5774.91,1670.54,3857.63,7146.4,7073.58,3142.2,7726.33,5150.71,2489.21,1676.25,1194.51,1907.15,3869.83,4684.22,1747.92,4876.96,5043.38,5388.99,5885.05,6091.93,6961.34,7150.1
forest,7799.45,7726.13,7664.5,7266.15,6604.77,6338.5,4729.2,5717.34,7525.72,7799.45,7715.25,7749.88,5543.46,6656.65,6505.35,4051.28,680.798,1992.5,6764.78,5727.43,1467.52,2932.05,3257.4,6097.65,2714.1,7326.47,7252.67,3744.61
forest,8198.73,7962.83,8159.74,8198.73,6858.43,6698.33,8037.72,739.417,7843.59,7837.71,7776.53,6482.72,7967.41,6792.38,1477.27,5456.43,1187.36,2169.59,8116.03,760.998,1970.19,614.935,7756.24,488.676,7768.46,7680.94,7830.21,7699.09
forest,7593.88,7467.24,7498.58,7585.48,4590.46,4608.86,7009.86,2139.76,7363.6,7593.88,6049.06,7442.79,4063.81,6690.92,1798.36,4929.79,710.635,1582.78,7149.71,4920.47,1756.37,471.185,5767.55,415.572,1047.12,6668.53,6763.77,6958.19
forest,7930.97,7930.97,7535.49,837.916,3191.64,1420.29,6181.66,5664.91,7188.24,7686.15,7608.12,7722.53,6298.17,4751.82,3003.12,3989.04,649.53,1075.1,6388.07,6462.32,1927.56,1200.61,4762.08,455.088,6186.55,6422.98,6591.75,7183.71
forest,7762.85,6916.06,7762.85,7559.95,5869.84,4443.72,6049.13,6236.95,6614.2,6510.51,6934.97,6851.68,5412.42,6896.69,1346.98,2779.27,1060.69,1197.21,7677.88,639.468,1771.86,601.346,5760.23,574.327,5599.97,6218.4,5812.49,3935.41
forest,6992.34,6992.34,5082.99,5592.29,3053.61,3777.54,3935.31,3822.36,2695.83,3446.26,5030.47,2188.79,6150.05,5965.77,1620.16,6342.59,916.506,1587.39,6659.22,3127.67,1613.89,437.777,3713.35,400.234,2766.26,4550.04,1728.44,5925.9
forest,7931.31,7719.12,7724.19,7931.31,5174.79,7338.45,7321.51,1013.59,7052.25,5998.61,6325.83,5817.91,3348.85,3953.23,1398.22,3208.04,956.846,1698.17,2865.45,1029.46,1681.54,656.116,7099.29,650.192,6800.57,6427.91,6088.58,6234.59
forest,8078.3,6797.59,8078.3,7658.69,1182.13,7333.96,5597.04,7380.99,7708.49,7876.6,7884.36,7864.93,7975.13,6924.79,1257.24,2051.43,1094.48,2125.45,1654.78,1024.09,1756.65,5216.24,7401.63,1036.33,7640.25,7708.09,7847.91,7793.58
forest,7376.74,7376.74,5861.68,6241.16,3746.08,2913.32,4605.36,4251.33,3325.43,5894.66,6401.17,6983.49,6916.74,6240.77,1940.15,6392.1,1171.07,1965.03,7027.19,4604.73,1662.83,760.801,3976.42,394.282,4837.33,5076.79,5982.52,6635.06
forest,8162.78,7701.03,8162.78,8109.65,7907,7899.65,8000.99,2423.9,7975.65,8073.6,7954.08,6004.96,960.167,4450.83,1931.39,3135.63,887.685,1356.14,2442.14,3630.43,1920.39,2139.94,7764.14,646.009,5737,7578.78,6462.11,7640.66
forest,7592.37,7346.93,7552.06,7592.37,7363.87,7124.44,7242.25,1474.68,7252.49,7141.49,7124.79,6948.58,7406.51,6117.56,1574.54,6473.92,1180.32,1770.14,5827.04,1037.56,1782.67,499.888,7433.93,365.215,6153.14,7189.17,7508.28,7139.93
forest,7007.75,7007.75,5262.49,5876.48,3213.03,3566.3,3541.08,3210.13,3058.24,4972.6,5954.29,5505.81,6466.05,3721.8,1659.51,4375,1206.58,1969.77,3810.65,3738.15,1594.24,1549.05,3291.75,896.746,3727.22,3912.83,4981.58,5957.5
forest,8164.03,7718.12,8164.03,8140.62,7890.41,7742.82,7295.09,1820.09,7869.1,3786.86,7344.88,7217.95,7639.65,812.436,1610.35,5996.12,932.318,1374.25,5821.28,4431.36,1487.8,2005.84,7557.65,206.216,5683.34,7327.64,5771.8,7525.57
forest,8346.16,7169.65,8346.16,8293.24,7834.6,7787.99,8165.82,1734.29,8116.59,8098.59,8040.73,7735.37,714.257,2748.93,1728.03,4652.48,852.325,1632.21,3488.32,4507.67,1953.98,801.552,7721.7,644.009,7015.52,7695.16,6481.03,6789.18
forest,8111.16,7675.29,8111.16,8109.73,7852.5,7835.4,7879.07,4601.42,7684.8,7718.44,7688.8,4607.27,1141.85,2111.43,1884.26,2497.24,857.489,1260.23,2996.62,4476.21,1894.77,867.708,7677.17,796.66,5217.48,7451.52,6535.18,3701.48
forest,8302.37,8053.86,8302.37,8124.57,7679.51,7424.81,7923.12,981.567,7862.29,7867.18,7592.88,6441.53,5909.64,4063.58,1811.76,4347.21,865.894,1949.43,2016.18,1556.4,1924.73,3169.24,7489.44,536.115,2897.02,7448.04,1986.19,7636.32
forest,8164.29,7781.64,1658.79,8147.07,7965.76,851.002,5750.62,787.421,8103.79,7850.94,8164.29,622.981,1532.32,518.117,1166.99,381.465,2931.93,1026.08,7623.4,1769.56,1098.73,559.094,384.462,7334.98,410.013,7227.43,4491.91,492.355
forest,8234.8,7824.18,2321,1594.32,8234.8,439.03,470.534,534.872,611.265,6419.3,508.774,553.577,3282.87,326.578,1039.61,579.522,1532.01,2592.96,7917.81,2083.16,1224.96,5809.97,213.617,4927.54,322.236,7489.08,503.121,494.752
forest,8034.94,7775.42,421.144,7449.43,8034.94,703.184,682.083,1967.09,5670.1,1102.4,638.5,271.193,4607.39,509.729,1135.23,803.311,2051.17,4819.91,1218.75,6790.8,315.465,4883.95,357.684,643.955,713.132,6981.07,468.324,2790.61
forest,7438.18,7208.16,5990.14,2407.85,5951.98,857.114,6381.8,4719.67,937.398,2063.05,7438.18,351.252,1726.95,433.207,727.292,299.56,3079.47,1135.96,6763.37,1549.46,7029.8,1162.32,670.201,4511.22,496.189,6382.68,2490.24,5885.62
forest,8061.21,6342.48,848.706,977.686,3854.27,3586.27,2501.43,888.167,1206.13,685.867,8002.89,917.926,778.596,762.085,981.456,328.799,4026.34,652.806,4408.97,747.918,8061.21,967.303,381.977,1563.23,307.471,7382.51,603.311,1789.88
forest,7861.95,7861.95,975.945,7546.07,7823.68,877.358,1209.06,359.264,7642.12,3122.37,6777.45,1179.05,1230.05,1397.55,1495.34,407.266,2780.35,2184.01,5669.64,6475.44,5133.21,7231.51,554.665,7298.96,930.371,7103.61,1229.46,634.455
forest,8127.73,7646.07,2530.59,6331.49,7999.14,5394.24,1428.38,626.063,8046.16,6565.52,8127.73,1001.72,2479.22,909.882,1096.53,302.008,4366.09,843.734,7643.41,7027.86,2274.22,947.084,349.057,1126.44,409.128,7292.32,7507.09,4380.58
forest,7709.42,4331.38,2534.27,7709.42,4717.85,441.245,7235.9,6678.55,688.427,6798,6287.78,5800.11,571.605,4224.5,808.274,535.576,3927.91,1290.58,7213.6,2128.18,436.512,6655.72,403.323,799.07,3337.28,6010.57,4141.68,1369.31
forest,8110.25,1925.09,5940.86,8110.25,3269.74,372.104,7994.46,2159.49,611.191,7732.84,7644.11,6096.22,863.891,3363.22,738.66,315.275,4803.22,1203.07,7867.46,1086.78,469.567,5030.08,448.686,467.526,816.012,7179.56,3500.67,1835.76
forest,8348.16,7683.74,3885.48,8348.16,8161.54,719.092,4089.36,593.885,6865.58,6384.1,5856.15,301.664,506.472,891.963,1325.57,310.464,2658.46,1855.73,7858.02,7085.05,1167.92,7211.6,599.04,3040.35,740.525,6703.48,1028.52,891.244
forest,8131.98,7740.24,959.364,8131.98,2166.74,234.959,1888.46,665.261,1287.6,477.057,391.227,598.618,2093.95,357.244,897.395,266.618,1169.17,1399.47,1185.06,1329.79,8074.76,7003.46,275.427,3432.53,331.927,7051.83,346.655,565.863
forest,7942.52,7593.78,7448.6,5365.37,5570.94,5768.53,1499.25,1483.13,5304,7942.52,7853.35,4442.44,1216.53,583.034,893.024,973.966,1780.19,2187.05,7645.36,506.07,4971.72,6795.47,696.905,2821.43,3134.25,6934.52,3114.16,7324.83
forest,7875.59,7676.67,537.869,4733.46,7088.64,7692.6,7346.35,1284.83,6358.02,739.568,7875.59,1760.22,815.133,712.296,1124.49,750.854,4040.91,657.871,7478.24,1129.59,2139.04,4334.15,350.688,6322.41,680.953,7292.13,507.792,3419.48
forest,7879.05,3162.93,4038.2,7679.39,7879.05,234.032,4626.71,1879.69,7222.99,659.945,475.761,383.355,1839.75,216.662,862.719,433.556,1346.05,1087.11,966.377,4772.06,6582.57,591.964,364.821,6391.49,395.955,6653.7,314.635,381.909
forest,8156.52,3482.19,7821.05,8125.42,8156.52,223.859,1388.02,1936.78,2899.23,2501.62,4275.16,1587.25,6775.72,1501.92,1537.22,635.799,1571.69,3442.87,966.376,6516.89,1058.73,7092.58,320.585,7077.18,1621.24,7311.87,521.289,4213.69
forest,7576.4,4500.1,1327.36,7057.24,7576.4,535.726,1182.77,2450.76,6554.05,1489.06,2734.73,366.033,4096.84,519.718,969.372,1196.01,2011.89,1102.92,1356.46,3011.31,3946.69,6219.21,355.45,6917.26,798.917,7055.94,563.963,5748.99
forest,8314.65,6250,1942.11,8314.65,8305.88,343.155,5645.88,418.064,8188.58,1791.25,816.453,670.756,2818.15,1382.12,869.27,698.525,1603.89,1991.31,535.867,1260.36,4183.1,5518.1,347.134,8068.23,737.936,7793.98,389.748,1944.01
forest,8322.51,4933.9,1570.98,8322.51,5078.93,503.596,7738.34,2780.03,4226.14,7678.96,7631.65,5553.17,494.539,5198.18,1003.87,601.067,3808.92,3787.2,826.935,1239.8,399.598,6847.39,515.39,2357.87,5136.21,6588.97,4380,6978.42
forest,7889.21,7889.21,7745.7,813.664,7857.47,7573.62,1199.09,235.532,7193.27,7550.4,7597.27,867.296,3333.33,4757.51,1484.56,345.184,4570.91,2545.38,7791.78,6695.87,3832.2,5326.41,491.942,6012.16,1316.89,7128.74,2548.93,5427.14
forest,8093.31,7657.27,5035.82,3947.85,8093.31,784.589,7956.49,5306.8,6166.36,7868.05,7946.17,4791.69,821.572,612.444,726.444,375.092,3738.37,2545.21,7910.41,1300.42,8076.39,3169.63,793.052,555.834,1394.81,7785.13,3454.93,7427.65
forest,7693.3,7279.93,3058.04,6345.4,6139.24,5204.53,6044.62,4264.83,2213.74,7069.39,7693.3,4846.77,612.285,440.856,1431.02,524.966,4178.01,740.108,6621.65,5942.86,1182.28,2297.88,629.449,6777.14,2312.07,6645.94,643.52,1821.03
forest,7251.2,6762.47,6365.4,630.485,7251.2,826.748,3384.93,1469.41,3629.03,3335.84,2874.94,619.659,4520.57,1358.51,1013.08,358.728,3209.44,824.765,6345.52,3363,593.094,483.619,361.906,1996.72,498.264,3981.75,4562.65,592.708
forest,7128.46,7009.1,3976.37,351.198,2194.54,845.323,4247.59,3935.68,5856.13,6478.74,7128.46,5962.92,444.152,781.857,1093.17,707.469,2352.6,1276.24,4990.7,4160.14,1707.27,973.51,528.669,5616.64,3227.83,6105.76,796.677,6744.05
forest,7954.6,7461.24,501.318,7954.6,7764.27,234.332,1200.08,1621.18,7002.9,717.672,368.579,439.922,2222.26,1040.51,1065.38,351.096,1417.18,1237.15,400.865,1824.97,1226.69,4811.48,353.624,7319.29,420.784,6185.13,331.601,666.29
forest,6852.8,6852.8,5015.77,3608.81,5762.57,5162.47,1524.04,304.429,4648.29,5997.33,5751.89,508.341,2319.85,2480.24,1437.07,355.95,3462.67,2528.33,5532.6,2467.26,464.842,3510.63,555.502,5382.26,692.231,5729.25,2813.41,4190.85
forest,8176.24,7762.47,580.362,8176.24,8128.33,1873.9,6346.26,455.875,7894.59,7822.52,8005.89,524.602,1342.84,442.37,1199.55,399.062,4397.63,1493.38,7716.75,1464.02,8149.31,1370.33,338.232,1950.57,352.926,7217.75,1415.98,1022.48
forest,7612.23,713.919,7051.32,7612.23,4553.98,328.841,6267.75,5921.19,5047.78,3356.85,7368.96,549.684,587.538,604.454,859.52,540.511,2207.12,1075.79,1028.47,1644.93,234.114,1076.59,360.666,516.959,2247.72,6907.3,749.957,684.108
forest,7486.63,7486.63,511.814,5325.5,7124.4,490.911,6568.89,1992.46,729.612,661.749,782.236,207.587,1484.28,807.754,467.709,825.202,1284.26,1418.46,2157.17,7309.31,870.257,3955.8,214.584,3124.89,426.728,6267.41,864.694,972.591
forest,7985.38,7790.24,5388.57,7985.38,3380.09,461.424,902.074,4412.8,5644.66,633.005,6977.36,1196.28,1460.3,373.728,532.892,926.907,1075.93,2937.79,735.233,7141.33,1377.07,1071.03,306.91,229.887,604.036,4562.54,496.695,344.704
forest,7694.09,7626.9,6261.78,5644.66,6064.74,6447.17,5611.36,294.539,3680.35,6122.84,7544.29,6579.9,3839.26,705.658,1233.86,259.337,3384,1710.71,3968.15,4796.79,1096.94,1379.21,359.585,5881.51,678.345,6494.98,971.392,7694.09
forest,7975.76,7767.44,975.262,7688.92,7975.76,141.04,430.067,5280.35,7566.07,439.518,235.361,361.46,1461.61,936.459,1009.8,259.867,1245.41,3146.34,405.998,788.136,557.651,7114.19,311.394,3885.4,380.791,6691.3,274.737,521.704
forest,6422.75,558.172,3083.7,1307.4,1514.12,563.834,6422.75,6303.02,497.835,4546.43,5996.05,1322.29,564.858,934.573,728.477,949.545,2924.98,1577.85,986.694,545.49,635.762,3568,317.424,522.638,1876.93,5933.19,2616.79,3027.44
forest,7668.83,5665.72,976.048,592.067,4146.93,6662.25,2942.4,577.003,1660.44,530.165,7668.83,906.565,752.498,806.593,967.594,289.099,3766.91,612.543,2743.3,1046.71,7108.55,922.077,363.27,2976.8,418.756,7052.58,646.97,2332.27
forest,7797.71,5679.45,5214.49,761.873,7797.71,904.449,7463.72,2352.42,7308.22,7099.99,7256.49,655.83,1350.65,566.344,953.237,504.983,3044.36,1640.36,2533.77,3457.14,587.427,5244.09,987.281,5481.57,1934.31,6290.11,5897.67,403.769
forest,8157.36,7815.05,7622.7,7184.32,7638.25,2765.64,4632.66,982.334,7008.41,8157.36,8042.45,4320.45,1224.28,602.201,911.913,867.307,1842.86,2221.11,7934.9,359.759,5789.33,6961.74,331.016,3860.99,2138.39,7331.68,5162.81,3988.52
forest,6816.35,6217.96,5107.44,4674.78,2846.93,1313.63,6792.04,6346.06,6798.55,1189.39,6816.35,5070.06,549.279,5079.21,639.065,1563.85,2779.57,4715.93,3798.53,3188.69,3365.11,5362.28,2741.73,4233.21,1634.83,6270.37,3320.02,5085.05
forest,7904.26,997.05,7539.09,7904.26,7710.2,287.844,3350.1,611.566,1842.62,859.602,908.853,255.179,1245.53,321.785,1045.93,417.16,1541.24,1433.64,1063.82,876.193,927.304,3445.66,293.479,6783.52,469.961,5872.03,167.959,243.915
forest,8077.19,4795.52,5299.4,7995.05,8077.19,230.612,6003.64,1647.69,7801.06,936.102,5929.89,1254.38,3537.34,790.068,1505.26,597.051,1790.2,4518.64,665.557,5193.4,758.237,7061.67,293.616,7627.55,1518.85,6832.02,743.31,4978.68
forest,8390.75,7467.1,731.96,5989.26,8170.91,440.993,4362.78,1531.82,8390.75,583.674,1465.85,3341.47,1517.67,411.58,709.032,516.614,1231.07,2222.15,1147.66,6734.46,2225.34,3093.84,256.786,1750.07,434.745,7378.09,505.708,512.458
forest,7972.66,7664.57,1355.06,1366.35,7972.66,528.618,514.216,1278.08,5080.8,3809.67,1424.04,483.618,3733.03,440.555,1058.84,422.566,1659.81,1782.69,7621.42,1611.72,1296.01,925.126,345.633,798.783,340.204,7140.18,559.891,766.166
forest,7702.3,7058.92,6102.35,307.909,986.676,1411.37,7182.31,787.839,5615.06,7702.3,7583.78,7624.81,405.245,673.158,869.746,384.86,2077.15,1872.48,7675.91,1303.57,6374.31,7452.36,225.821,7005.48,2763.4,6980.69,5093.44,1040.84
forest,7414.24,5294.24,2286.05,1399.65,7249.66,447.462,1115.94,519.067,2893.96,1254.9,229.833,608.617,1726.52,451.192,1423.58,358.995,1547.03,1815.87,439.706,6597.73,700.758,7414.24,296.582,2777.12,418.518,4907.57,359.336,899.722
forest,7256.26,2884.86,4841.92,2604.17,7256.26,6285.04,2227.07,200.916,1206.83,3064.1,3196.93,2615.09,920.167,2735.9,1531.69,393.66,3219.56,1996.12,4598.43,4749.32,639.647,4588.05,683.419,5777.87,3319.56,3272.22,3486.63,1179.03
forest,7953.18,6141.5,4693.73,3218.63,6252.79,2159.44,7953.18,1601.11,5825.59,4409.06,7828.41,5930.04,669.943,1762.39,746.475,649.95,3966.04,1830.33,7677.94,1459.31,4229.02,508.141,612.514,1359.14,3978.31,7203.24,1465.67,6441.81
forest,8328.95,7303.81,5234.83,8278.32,8328.95,7537.19,8005.79,146.675,8097.1,7638.47,4228.74,817.134,1520.06,1949.62,1422.38,360.787,2554.3,2147.07,2767.23,7149.53,1071.5,3228.58,483.777,7521.26,1509.84,7251.39,6344.12,1918.49
forest,7568.29,5295.91,7202.77,7549.11,7204.18,770.453,6516.38,6665.32,4855.23,1630.31,7003.79,2276.08,509.581,1120.12,670.09,1166.12,3332.49,3514.67,6073.76,1517.02,4080.8,1922.54,1240.03,7568.29,931.774,7234.21,1745.92,6080.57
forest,7821.1,1371.3,6079.93,416.462,2012.89,6167.5,7270.62,3387.14,552.288,1000.32,7656.03,4556.09,2486.08,391.668,859.645,328.285,3688.98,826.005,5892.9,632.137,6309.25,1024.22,285.178,440.581,2252.06,6947.21,782.45,7821.1
forest,7534.11,7534.11,6857.47,5729.31,1883.31,1661.48,5799.64,7058.47,1029.57,3050.73,7253.75,6400.5,522.219,3254.97,898.209,821.704,2560.12,3773.17,6582.35,1384.89,2657.47,979.69,2737.43,1028.43,1267.39,6393.61,1780.01,4751.43
forest,7815.77,6864.69,1942.61,1538.2,7530.52,366.673,7727.84,6705.86,7771.18,7627.3,7808.47,2845.96,823.497,5265.01,840.044,1207.52,2649.99,2819.23,2270.68,1319.18,3168.06,1126.36,480.125,2557.2,5300.03,6906.81,956.776,7815.77
forest,7972.5,7228.5,6683.3,991.438,6125.33,7104.74,7471.19,583.858,7949,3333.33,7939.42,7680.36,4259.94,455.728,1279.72,307.722,3877.74,772.973,6904.09,6060.66,402.621,2708.56,407.139,6958.64,439.696,6861.96,1458.85,7972.5
forest,8225.17,7806.6,722.838,8225.17,8225.13,160.627,3577.3,6537.53,8038.64,723.691,368.766,320.43,3178.78,724.464,1037.24,391.104,1301.42,2063.97,919.763,1203.14,2800.2,6640.75,357.973,1914.84,482.253,7573.73,332.735,740.602
forest,7705.23,7145.69,1566.44,1604.94,7678.89,396.551,783.573,473.839,7705.23,6512.4,840.519,265.526,1969.14,323.123,1002.32,520.019,1733.86,1016.25,7133.35,2755.66,482.012,5858.3,369.819,1348.15,339.471,6908.3,771.834,470.789
forest,8366.54,7842.08,4687.02,8305.97,8366.54,303.453,7686.4,5786.5,2366.17,648.6,179.393,711.379,820.598,455.628,983.727,309.713,1354.2,2209.93,403.098,7520.63,4267.93,5241.43,268.621,5514.55,414.43,7322.95,314.157,897.287
forest,7411.99,5577.3,6930.3,629.387,7238.97,5510.01,7076.36,738.702,7265.14,7358.83,7411.99,5785.32,715.162,1078.12,853.125,334.423,2212.85,1890.26,3607.69,574.733,1160.44,2310.39,385.145,1818.24,4496.16,6614.95,5468.87,1694.1
forest,7588.97,7588.97,6400.9,690.026,4436.3,6084.24,6390.78,3257.19,6668.2,6132.4,6790.48,7303.65,6218.74,481.775,1229.78,271.643,3405.1,741.486,3951.3,4612.45,3684.43,3804.78,283.213,5609.43,347.179,5830.86,724.699,5588.28
forest,7751.81,7751.81,6461.57,7305.73,7226.5,5796.81,5696.11,288.837,1436.89,6816.46,6919.51,987.918,596.103,753.904,1631.55,320.16,2554.94,2159.14,7332.35,1203.92,6981.65,4757.03,702.952,6093.06,1994.6,6290.62,2570.17,1302.73
forest,7726.98,1831.48,7319.17,7726.98,7621.93,-17.2971,2020.52,2653.78,3756.91,673.045,650.785,751.587,3179.92,454.334,1250.22,611.45,1582.32,1563.62,545.607,6378.16,834.795,6746.26,326.912,6923.47,1212.15,5814.91,398.151,911.016
forest,7722.93,7401.88,771.824,7722.93,3826.7,543.047,311.805,815.342,5347.29,2730.83,989.355,347.585,2185.46,490.866,1266.44,729.836,1840.97,1476.13,764.366,7049.06,374.322,5833.76,298.076,1008.33,662.896,6879.47,462.425,2874.06
forest,6515.64,6407,2727.97,5572.15,6430.32,2057.75,3811.92,312.827,1606.19,5111.52,6515.64,540.166,451.856,2434.66,1394.54,338.647,3290.01,2395.9,5697.12,3726.69,3622.27,3630.55,560.849,6118.51,711.587,5451.81,1049.32,3228.15
forest,7997.52,7616.58,6193.73,6889.86,7976.23,4639.17,824.423,623.715,7865.98,7863.7,7997.52,789.175,2267.24,860.521,1140.87,353.222,4035.36,772.751,7756.93,2087.98,1743.4,747.344,362.009,1475.51,396.527,7177.39,7379.49,3769.47
forest,7864.55,7864.55,1676.28,7720.56,5793.49,498.786,1352.94,857.542,5861.97,804.169,5494.37,3168.35,976.323,346.168,456.118,1181.66,1054.94,3085.47,6432.3,6639.23,7714.07,7007.17,428.708,292.324,698.455,4245.87,515.809,374.439
forest,6352.02,921.506,1687.05,920.479,709.281,300.257,6351.43,461.385,6267.32,6063.46,6352.02,3415.83,1183.18,3714.41,797.963,518.468,3053.51,1082.33,4226.59,557.503,1926.2,4600.29,246.296,1183.94,2094.14,6307.05,4109.97,1901.73
forest,8398.46,7747.22,1016.82,8398.46,8236.17,575.157,1256.12,1109.19,8117.09,5463.58,1025.73,240.684,1092.07,501.377,1332.78,371.298,1842.08,2204.76,7951.59,7501.63,876.791,5561.16,454.58,5631.1,443.128,7225.71,906.351,1454.38
forest,7825.83,7825.83,4470.26,3973.54,7824.9,2940.01,1934.43,5277.26,1461.48,1725.84,7805.77,589.027,796.362,431.314,834.444,485.686,3123.08,881.768,2368.43,2280.99,496.742,1155.55,454.863,7734.76,1110.92,7279.56,969.851,2162.08
forest,8176.79,7642.78,1605.44,985.168,8176.79,463.3,7772.82,1072.7,4274.8,3272.24,466.573,195.837,2015.64,414.373,1213.06,534.081,1544.72,2403.14,7829.49,3756.37,1183.28,2387.47,419.271,1727.86,366.733,7481.05,625.9,764.52
forest,7782.48,7446.58,1511.82,5069.17,7732.98,401.71,525.383,505.212,7782.48,6276.82,1339.32,326.288,2748.63,314.92,992.634,427.06,1540.54,1006.53,7267.96,1219.95,535.668,5499,350.007,1050.11,317.182,6985.03,938.099,456.975
forest,7793.71,7573.7,666.05,7120.91,7793.71,235.985,1695.17,543.829,7022.74,546.992,474.992,382.94,2295.08,294.67,1166.25,357.442,1323.07,1132.27,684.874,1263.97,6360.86,1062.07,221.779,2560.62,372.151,6385.01,344.828,458.126
